CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD1344327221,Emp and Assistance,2022-07-04,2023-08-30,2023-05-17,N
SD48542715,Emp and Assistance,1995-08-03,2022-07-18,2017-07-04,Y
SD263890238,Emp and Assistance,2013-10-22,2021-11-12,2021-02-03,N
SD622104078,Emp and Assistance,2015-12-16,2023-09-15,2021-12-21,N
SD47748929,Emp and Assistance,1995-08-11,2022-01-24,2021-10-19,Y
SD549653579,Emp and Assistance,2015-06-30,2022-11-18,2018-11-22,N
SD48656289,Emp and Assistance,1991-10-02,2013-09-06,2010-04-27,Y
SD47272729,Emp and Assistance,1993-11-30,1998-09-14,1998-02-23,N
SD1306383036,Emp and Assistance,2021-04-12,2021-11-22,2021-11-22,Y
SD1230574675,Emp and Assistance,2020-02-21,2023-04-14,2022-07-26,N
SD136493338,Emp and Assistance,2013-01-16,2016-04-12,2016-01-14,N
SD48842227,Emp and Assistance,2007-10-19,2019-09-03,2019-01-07,N
SD47179203,Emp and Assistance,2003-07-30,2022-04-05,2017-02-01,N
SD48936986,Emp and Assistance,2006-09-14,2020-10-20,2009-10-16,Y
SD48112703,Emp and Assistance,2004-07-27,2012-01-20,2008-11-27,N
SD47272792,Emp and Assistance,1991-01-28,2004-05-10,2003-09-03,N
SD47669879,Emp and Assistance,1999-11-09,2002-04-12,2001-07-04,N
SD134432921,Emp and Assistance,2013-01-11,2022-09-29,2016-12-13,Y
SD47362228,Emp and Assistance,1992-12-14,2017-04-22,1995-04-28,Y
SD655835996,Emp and Assistance,2016-03-07,2023-07-14,2022-06-22,N
SD1222832746,Emp and Assistance,2020-01-30,2023-08-18,2023-01-04,N
SD1285280371,Emp and Assistance,2020-07-31,2023-05-11,2020-11-02,Y
SD47108768,Emp and Assistance,2001-06-27,2023-09-15,2022-09-29,N
SD47759383,Emp and Assistance,1991-05-15,2020-04-28,2000-01-04,Y
SD229239034,Emp and Assistance,2013-07-31,2023-01-13,2022-03-15,N
SD481692571,Emp and Assistance,2015-02-02,2022-08-19,2019-10-03,N
SD48745632,Emp and Assistance,1992-07-24,2003-09-08,2003-05-16,N
SD48745641,Emp and Assistance,1992-06-16,2006-07-31,1999-05-20,Y
SD47057799,Emp and Assistance,1998-07-10,2023-09-13,2023-03-27,N
SD47234849,Emp and Assistance,2007-08-15,2013-12-04,2013-06-17,N
SD47395809,Emp and Assistance,1991-04-24,2023-04-14,2009-01-16,Y
SD177590457,Emp and Assistance,2013-04-11,2022-10-21,2022-01-11,N
SD47768045,Emp and Assistance,1991-07-02,2022-07-27,2018-12-28,Y
SD48262174,Emp and Assistance,2000-02-17,2022-12-15,2022-06-06,Y
SD431654091,Emp and Assistance,2014-10-23,2021-07-17,2016-06-02,N
SD47081398,Emp and Assistance,1997-12-12,2005-07-05,2005-04-21,N
SD66303357,Emp and Assistance,2012-08-14,2022-07-06,2018-10-01,N
SD1207886615,Emp and Assistance,2019-12-17,2023-01-13,2022-11-02,Y
SD1322998660,Emp and Assistance,2021-11-12,2023-08-18,2022-10-31,N
SD46974040,Emp and Assistance,2009-03-06,2010-07-19,2010-07-06,N
SD264337541,Emp and Assistance,2013-10-23,2023-06-05,2021-01-05,Y
SD47652822,Emp and Assistance,2010-12-17,2022-11-18,2018-04-16,N
SD47174027,Emp and Assistance,1994-03-30,2020-10-09,2018-06-21,Y
SD49029806,Emp and Assistance,2005-03-17,2010-09-07,2009-01-22,N
SD48382417,Emp and Assistance,2012-05-01,2022-12-13,2016-06-13,Y
SD48831849,Emp and Assistance,1994-12-14,2023-08-18,2020-04-02,N
SD47955137,Emp and Assistance,2011-04-29,2022-11-18,2021-11-01,N
SD47161605,Emp and Assistance,2009-02-18,2015-09-30,2014-04-02,N
SD1368731588,Emp and Assistance,2023-02-16,2023-04-03,2023-04-03,N
SD47497922,Emp and Assistance,1991-10-18,2023-03-20,2006-07-27,Y
SD47328045,Emp and Assistance,1998-04-08,2021-10-07,2015-01-09,Y
SD1185298469,Emp and Assistance,2019-10-10,2021-07-19,2021-01-29,N
SD849276711,Emp and Assistance,2017-06-06,2022-12-17,2022-05-11,N
SD47139086,Emp and Assistance,1994-01-12,2020-05-25,2013-02-04,Y
SD48664134,Emp and Assistance,2006-01-24,2022-08-19,2021-10-25,N
SD1179962741,Emp and Assistance,2019-09-26,2023-07-14,2023-04-04,N
SD48477369,Emp and Assistance,1993-02-09,2006-07-20,2005-01-17,N
SD48392807,Emp and Assistance,2011-02-04,2023-04-17,2014-11-03,Y
SD1231721404,Emp and Assistance,2020-02-25,2023-04-14,2022-06-15,N
SD186020216,Emp and Assistance,2013-04-29,2022-07-15,2015-10-14,N
SD48853338,Emp and Assistance,2012-06-05,2023-03-17,2013-07-18,Y
SD48168677,Emp and Assistance,2005-04-07,2021-07-17,2018-01-02,N
SD1342276690,Emp and Assistance,2022-06-08,2022-12-07,2022-12-07,N
SD47492690,Emp and Assistance,2000-05-02,2022-05-20,2021-02-19,N
SD46993657,Emp and Assistance,1998-05-22,2003-05-23,2003-04-17,N
SD47209230,Emp and Assistance,1999-05-07,2022-11-18,2021-10-29,N
SD48027081,Emp and Assistance,2004-03-08,2016-05-02,2009-08-14,N
SD48767741,Emp and Assistance,1995-01-24,2002-02-08,2001-06-22,N
SD46956714,Emp and Assistance,1991-03-25,2014-05-16,2014-02-12,N
SD1247557205,Emp and Assistance,2020-04-07,2023-09-08,2022-11-17,N
SD48625973,Emp and Assistance,1992-02-12,2010-06-18,2007-08-14,N
SD48220944,Emp and Assistance,2000-09-21,2022-05-20,2021-08-26,N
SD47969103,Emp and Assistance,1993-06-22,2003-10-28,1999-09-16,N
SD47036490,Emp and Assistance,2010-10-07,2022-08-24,2013-02-07,Y
SD47179216,Emp and Assistance,2003-08-08,2023-03-17,2012-11-05,Y
SD47964956,Emp and Assistance,2010-10-22,2020-11-04,2019-04-15,N
SD49007133,Emp and Assistance,2005-04-08,2023-08-18,2023-01-10,N
SD49007663,Emp and Assistance,1991-06-03,2003-07-03,2002-03-27,Y
SD47873580,Emp and Assistance,2006-06-12,2009-10-16,2006-10-24,N
SD626368370,Emp and Assistance,2015-12-29,2022-05-31,2018-01-10,N
SD47928265,Emp and Assistance,2009-12-16,2019-08-28,2018-08-31,N
SD48387898,Emp and Assistance,2010-09-02,2021-12-14,2013-05-22,Y
SD48363983,Emp and Assistance,1992-01-08,2023-01-23,1993-03-16,Y
SD47402331,Emp and Assistance,1997-02-10,2013-04-09,2006-10-18,N
SD48577579,Emp and Assistance,1995-11-01,2021-05-15,2019-09-25,N
SD48601476,Emp and Assistance,2011-11-18,2023-07-05,2023-05-30,N
SD49633706,Emp and Assistance,2012-07-04,2022-04-25,2016-06-17,Y
SD776034613,Emp and Assistance,2016-12-14,2022-12-17,2021-11-26,N
SD47514837,Emp and Assistance,2005-06-30,2022-10-21,2022-05-30,N
SD47467611,Emp and Assistance,1992-09-15,2022-07-13,2021-10-13,Y
SD327791454,Emp and Assistance,2014-03-10,2022-06-17,2020-06-09,N
SD555043518,Emp and Assistance,2015-07-13,2022-07-11,2020-03-06,N
SD47460687,Emp and Assistance,2000-10-12,2022-12-17,2021-10-28,N
SD47728353,Emp and Assistance,2002-10-25,2021-01-16,2019-11-22,N
SD46988073,Emp and Assistance,2002-03-12,2003-10-06,2002-05-06,N
SD47409697,Emp and Assistance,2002-10-31,2020-05-27,2012-03-09,Y
SD48050489,Emp and Assistance,2006-12-13,2023-09-19,2008-03-04,Y
SD48098419,Emp and Assistance,2009-01-13,2022-04-22,2019-04-02,N
SD1318044035,Emp and Assistance,2021-09-16,2022-10-28,2022-05-05,N
SD47609223,Emp and Assistance,1991-12-02,2022-06-06,2020-11-02,Y
SD47752599,Emp and Assistance,1992-01-13,2022-06-14,2022-03-17,Y
SD48304561,Emp and Assistance,1994-01-10,2022-07-15,2020-11-19,N
SD47555898,Emp and Assistance,1991-06-24,2023-01-13,2008-02-18,Y
SD47187549,Emp and Assistance,1995-10-20,2021-01-13,1996-04-23,Y
SD47292836,Emp and Assistance,1997-10-01,2023-05-25,2021-11-18,Y
SD47086887,Emp and Assistance,1996-08-26,2022-02-12,2021-01-25,N
SD47370044,Emp and Assistance,1996-01-18,2001-05-30,2001-04-24,N
SD760307898,Emp and Assistance,2016-11-08,2023-07-14,2022-12-01,N
SD48372155,Emp and Assistance,1995-10-12,2003-09-30,2003-09-30,N
SD47224436,Emp and Assistance,2011-04-15,2023-08-18,2023-05-04,N
SD48027929,Emp and Assistance,2004-03-29,2022-10-18,2017-09-28,Y
SD47333763,Emp and Assistance,2007-01-24,2023-03-15,2013-06-06,N
SD1154265127,Emp and Assistance,2019-07-04,2022-06-20,2021-12-07,Y
SD48493324,Emp and Assistance,2007-07-31,2023-02-07,2018-10-31,Y
SD48339024,Emp and Assistance,2009-05-01,2023-08-18,2021-11-18,N
SD47617480,Emp and Assistance,1991-06-07,2018-10-20,2018-03-14,N
SD47833945,Emp and Assistance,1999-05-17,2004-11-04,2003-11-05,N
SD483698785,Emp and Assistance,2015-02-05,2023-03-07,2020-09-15,N
SD1328570224,Emp and Assistance,2022-01-14,2022-11-18,2022-01-14,N
SD1135094606,Emp and Assistance,2019-05-02,2023-07-14,2022-08-24,N
SD48845638,Emp and Assistance,2009-08-04,2023-03-17,2022-12-19,N
SD49008859,Emp and Assistance,1995-08-14,2019-05-03,2017-02-09,Y
SD46956178,Emp and Assistance,1994-02-17,2007-06-04,2005-11-22,Y
SD47157534,Emp and Assistance,1993-07-15,2022-02-12,2019-03-15,N
SD1145492024,Emp and Assistance,2019-06-05,2020-03-21,2019-08-02,N
SD1229707578,Emp and Assistance,2020-02-19,2023-03-30,2021-06-30,N
SD48703313,Emp and Assistance,1995-12-14,2013-06-22,2002-11-08,Y
SD48440040,Emp and Assistance,2005-03-31,2012-12-15,2008-03-28,N
SD48940769,Emp and Assistance,2000-05-02,2023-04-18,2018-08-01,N
SD48969860,Emp and Assistance,2010-12-16,2012-03-16,2011-12-29,N
SD1204133817,Emp and Assistance,2019-12-05,2022-12-17,2021-03-11,N
SD47848580,Emp and Assistance,2011-06-02,2016-07-04,2016-05-10,N
SD48174157,Emp and Assistance,1994-03-21,2017-07-19,2014-03-12,N
SD47449582,Emp and Assistance,1992-12-15,2010-05-04,2009-12-08,N
SD48602936,Emp and Assistance,2011-01-07,2015-12-21,2015-10-15,N
SD47655481,Emp and Assistance,2010-05-14,2010-10-22,2010-07-29,N
SD48022052,Emp and Assistance,1992-04-03,2010-08-20,2010-04-27,N
SD1296915964,Emp and Assistance,2020-12-17,2023-03-17,2022-12-13,N
SD1229278866,Emp and Assistance,2020-02-18,2022-11-18,2021-12-09,N
SD378470402,Emp and Assistance,2014-06-23,2020-07-27,2019-11-04,N
SD48938358,Emp and Assistance,1996-12-12,2022-12-29,2012-06-07,Y
SD1204133961,Emp and Assistance,2019-12-05,2021-09-18,2020-07-07,N
SD1160457371,Emp and Assistance,2019-07-24,2023-05-12,2022-06-16,N
SD245041210,Emp and Assistance,2013-09-10,2019-08-08,2017-08-31,N
SD47671726,Emp and Assistance,2011-06-17,2022-11-18,2020-03-20,N
SD417413739,Emp and Assistance,2014-09-22,2022-12-17,2021-10-07,N
SD47873158,Emp and Assistance,2006-04-27,2021-04-17,2017-03-07,N
SD47674131,Emp and Assistance,1999-12-06,2022-10-20,2014-04-03,Y
SD48595839,Emp and Assistance,2009-01-26,2011-02-24,2010-03-03,N
SD47376229,Emp and Assistance,1997-03-07,2015-12-23,2015-08-06,N
SD48095934,Emp and Assistance,1993-07-20,1999-05-03,1999-01-05,Y
SD1240211377,Emp and Assistance,2020-03-18,2023-03-03,2023-02-21,N
SD47086680,Emp and Assistance,1993-05-20,2019-04-01,2016-08-15,N
SD70239630,Emp and Assistance,2012-08-23,2022-07-13,2019-04-04,N
SD47827559,Emp and Assistance,1992-04-06,2022-11-14,1995-09-05,Y
SD1151086522,Emp and Assistance,2019-06-24,2023-09-15,2023-02-07,N
SD47509991,Emp and Assistance,2011-08-16,2023-03-17,2019-08-08,N
SD47796713,Emp and Assistance,2011-06-15,2017-01-10,2016-09-28,Y
SD47593277,Emp and Assistance,1991-12-03,2008-09-18,2008-02-22,N
SD52211190,Emp and Assistance,2012-07-10,2023-04-14,2022-03-30,N
SD48946245,Emp and Assistance,1991-03-08,2021-08-03,2016-06-29,Y
SD1143478760,Emp and Assistance,2019-05-30,2023-01-04,2022-01-24,N
SD47122822,Emp and Assistance,2011-04-26,2021-09-18,2014-07-21,N
SD47268913,Emp and Assistance,1992-04-24,2021-10-28,2018-12-27,Y
SD48593162,Emp and Assistance,1992-12-08,2019-11-16,2009-01-22,N
SD48073271,Emp and Assistance,2007-09-11,2016-07-21,2016-01-12,N
SD47310634,Emp and Assistance,1991-10-18,2004-01-20,2004-01-09,N
SD47271110,Emp and Assistance,1996-10-04,2017-08-24,2013-08-14,Y
SD49009631,Emp and Assistance,1996-04-30,2005-06-07,2005-03-14,N
SD1335590708,Emp and Assistance,2022-03-29,2023-01-03,2022-07-07,N
SD150069135,Emp and Assistance,2013-02-14,2023-06-13,2017-07-28,N
SD48756039,Emp and Assistance,1993-03-11,2006-08-08,2002-12-10,Y
SD47261936,Emp and Assistance,1992-10-20,2021-08-26,1993-10-05,N
SD48274058,Emp and Assistance,1993-12-17,2022-07-13,2015-09-14,Y
SD48351823,Emp and Assistance,2004-11-30,2022-03-31,2013-12-23,N
SD1246324386,Emp and Assistance,2020-04-03,2022-04-22,2022-01-12,N
SD48039691,Emp and Assistance,2004-11-29,2010-08-20,2010-05-06,N
SD1346305344,Emp and Assistance,2022-07-26,2023-03-01,2023-01-20,N
SD48616995,Emp and Assistance,1995-05-12,2022-05-10,2022-03-02,N
SD47156459,Emp and Assistance,1991-03-27,2022-10-20,2021-11-25,N
SD48768504,Emp and Assistance,1994-12-13,2013-07-08,2012-04-10,N
SD48780814,Emp and Assistance,2000-03-02,2021-08-10,2011-11-04,Y
SD1248505589,Emp and Assistance,2020-04-09,2022-09-16,2022-02-09,N
SD47036339,Emp and Assistance,2010-10-04,2015-10-14,2012-08-14,N
SD100408321,Emp and Assistance,2012-10-25,2022-03-10,2022-03-10,N
SD1290657267,Emp and Assistance,2020-10-07,2023-03-17,2022-08-08,N
SD47223548,Emp and Assistance,1996-11-07,2003-04-04,2002-12-18,N
SD1303994178,Emp and Assistance,2021-03-15,2022-10-21,2021-10-29,N
SD1019851458,Emp and Assistance,2018-07-26,2023-03-17,2018-11-09,Y
SD81838044,Emp and Assistance,2012-09-21,2015-09-18,2015-03-02,Y
SD47879193,Emp and Assistance,2006-02-23,2014-10-17,2009-04-03,N
SD47157120,Emp and Assistance,1993-01-29,2022-06-15,2021-11-10,N
SD48094204,Emp and Assistance,2008-12-18,2009-08-21,2009-04-15,N
SD48381695,Emp and Assistance,2008-11-19,2020-06-20,2018-11-22,N
SD1184400718,Emp and Assistance,2019-10-08,2023-09-08,2023-03-28,N
SD47403120,Emp and Assistance,1994-02-16,2000-01-12,1999-09-28,N
SD48895840,Emp and Assistance,1993-05-07,2012-07-21,1994-07-19,N
SD46979347,Emp and Assistance,1995-11-17,2004-12-08,2004-12-06,N
SD245977999,Emp and Assistance,2013-09-12,2022-07-15,2021-11-10,N
SD48249878,Emp and Assistance,1994-08-18,2011-07-06,2011-05-16,N
SD48717316,Emp and Assistance,2011-02-11,2023-02-11,2022-02-03,N
SD47395082,Emp and Assistance,1997-12-02,2018-10-20,2018-03-13,N
SD47679923,Emp and Assistance,1991-08-15,2023-01-18,2019-09-25,N
SD1293228334,Emp and Assistance,2020-11-05,2023-09-15,2022-05-06,N
SD48022405,Emp and Assistance,1991-10-17,2022-03-18,2015-03-24,N
SD47356169,Emp and Assistance,1991-04-08,2004-06-01,2003-04-10,N
SD1246324432,Emp and Assistance,2020-04-03,2022-11-23,2020-09-08,N
SD47608804,Emp and Assistance,1994-05-06,2002-07-25,2002-01-03,N
SD497661315,Emp and Assistance,2015-03-06,2022-09-16,2022-01-31,N
SD48812054,Emp and Assistance,1995-10-04,2004-06-08,2003-07-21,N
SD258663565,Emp and Assistance,2013-10-09,2023-01-13,2021-08-17,N
SD222700088,Emp and Assistance,2013-07-16,2015-03-02,2014-02-25,N
SD47078544,Emp and Assistance,1997-10-22,2020-07-23,2001-07-23,Y
SD48810121,Emp and Assistance,1992-02-20,2023-05-18,2023-04-26,N
SD49063242,Emp and Assistance,2012-05-23,2018-08-16,2017-06-13,N
SD231686050,Emp and Assistance,2013-08-07,2017-09-16,2013-09-26,Y
SD47864255,Emp and Assistance,1994-08-09,2023-06-16,2015-07-31,N
SD47054891,Emp and Assistance,1991-03-04,2023-06-01,2007-07-30,Y
SD48520804,Emp and Assistance,1994-11-17,2010-06-01,2004-06-29,Y
SD1165350238,Emp and Assistance,2019-08-09,2023-01-13,2022-03-10,N
SD47589112,Emp and Assistance,1994-10-06,2020-08-03,2019-03-28,N
SD757582566,Emp and Assistance,2016-11-02,2022-09-16,2022-06-09,N
SD46972399,Emp and Assistance,2010-05-12,2016-01-12,2015-10-16,N
SD47570979,Emp and Assistance,1991-12-05,2017-03-03,2009-02-11,Y
SD48160528,Emp and Assistance,1994-03-07,2018-01-20,2016-12-13,N
SD47209851,Emp and Assistance,1999-05-20,2015-10-14,2015-07-06,N
SD48585388,Emp and Assistance,1994-01-25,2007-12-12,2000-06-21,N
SD47622475,Emp and Assistance,1991-11-29,2001-05-17,2000-12-01,N
SD47079348,Emp and Assistance,1997-11-21,2007-10-03,2006-10-03,N
SD47242519,Emp and Assistance,1996-09-10,2023-05-03,1997-12-17,Y
SD47188885,Emp and Assistance,1991-12-27,2004-03-02,1997-12-10,Y
SD48768475,Emp and Assistance,1994-12-16,2021-05-21,2000-08-22,Y
SD47418467,Emp and Assistance,1997-06-02,2006-07-17,2006-06-16,N
SD48836457,Emp and Assistance,2003-10-22,2008-04-04,2007-03-28,N
SD47879421,Emp and Assistance,1992-09-21,2016-11-10,2000-12-13,N
SD47970302,Emp and Assistance,2010-09-21,2023-02-17,2017-12-08,N
SD47229118,Emp and Assistance,1992-01-28,1997-12-11,1995-02-09,N
SD47110206,Emp and Assistance,1996-03-07,2020-09-03,2018-10-05,N
SD47132519,Emp and Assistance,1997-07-10,2011-12-16,2011-09-23,N
SD47476865,Emp and Assistance,1993-06-07,2007-02-19,2003-10-14,Y
SD158565177,Emp and Assistance,2013-02-27,2023-08-18,2019-10-02,N
SD807300028,Emp and Assistance,2017-03-01,2019-06-12,2019-03-15,N
SD337771858,Emp and Assistance,2014-03-31,2022-10-05,2021-10-15,N
SD47246405,Emp and Assistance,1995-07-19,2021-12-06,2011-11-03,Y
SD47756435,Emp and Assistance,1999-11-16,2022-08-19,2020-06-03,N
SD48551272,Emp and Assistance,1993-11-18,2011-04-28,2010-12-02,Y
SD48815006,Emp and Assistance,1991-09-12,2022-09-29,2005-08-17,Y
SD48381075,Emp and Assistance,2006-09-01,2016-10-14,2015-03-20,N
SD48976495,Emp and Assistance,1994-06-07,2018-01-20,2017-01-11,N
SD47600370,Emp and Assistance,2000-06-05,2013-04-20,2006-02-23,Y
SD209880342,Emp and Assistance,2013-06-17,2015-07-25,2015-01-19,N
SD48781162,Emp and Assistance,1991-10-15,2002-10-18,2002-07-08,N
SD1265019781,Emp and Assistance,2020-05-27,2022-03-04,2021-10-08,N
SD47168983,Emp and Assistance,2000-12-07,2012-05-31,2011-09-02,N
SD47719739,Emp and Assistance,2002-08-23,2004-08-12,2004-06-18,N
SD48874214,Emp and Assistance,2001-10-18,2005-02-01,2004-11-10,N
SD47372102,Emp and Assistance,1996-10-16,2022-11-18,2022-03-31,N
SD48187323,Emp and Assistance,2006-03-23,2021-02-03,2015-07-22,N
SD47756633,Emp and Assistance,2001-06-27,2023-01-13,2021-09-24,N
SD47264171,Emp and Assistance,1991-04-10,2020-05-06,2000-08-04,Y
SD49046126,Emp and Assistance,2010-02-10,2012-11-19,2010-05-21,N
SD48574124,Emp and Assistance,2010-06-18,2023-02-11,2012-02-10,N
SD48308092,Emp and Assistance,2009-06-05,2022-06-06,2022-01-21,Y
SD47278855,Emp and Assistance,1998-07-22,2016-05-21,2014-08-20,N
SD47305314,Emp and Assistance,1996-06-05,2000-10-02,2000-04-14,N
SD48734230,Emp and Assistance,1992-05-05,2023-02-11,2021-05-13,N
SD48934730,Emp and Assistance,2005-09-06,2021-11-12,2020-07-31,N
SD48777093,Emp and Assistance,1992-03-06,2022-09-15,2018-12-28,Y
SD48864844,Emp and Assistance,1991-05-31,2002-09-12,2001-01-11,N
SD47104254,Emp and Assistance,2002-01-24,2013-05-18,2012-11-06,N
SD1298928722,Emp and Assistance,2021-01-12,2022-12-28,2022-02-10,Y
SD47353858,Emp and Assistance,2001-10-01,2022-04-11,2017-04-04,Y
SD47036197,Emp and Assistance,2010-10-04,2022-11-18,2018-07-24,Y
SD1230574783,Emp and Assistance,2020-02-21,2023-05-12,2022-06-29,N
SD48962905,Emp and Assistance,1991-08-09,2023-05-24,2012-04-17,Y
SD47292997,Emp and Assistance,1997-10-01,2015-07-22,2006-12-07,N
SD48897477,Emp and Assistance,1995-11-10,2019-07-15,2017-08-03,N
SD47263742,Emp and Assistance,2006-09-14,2017-09-16,2015-10-27,Y
SD47734512,Emp and Assistance,2005-08-08,2021-08-26,2010-07-08,N
SD48701686,Emp and Assistance,1994-12-12,2023-06-09,2006-08-22,Y
SD47853818,Emp and Assistance,2001-05-28,2016-12-17,2016-05-03,N
SD48991187,Emp and Assistance,1995-10-05,2022-04-19,2012-10-04,N
SD48812290,Emp and Assistance,1994-07-15,2002-10-30,2002-05-09,N
SD48936712,Emp and Assistance,2006-09-01,2014-08-25,2014-01-20,N
SD827858182,Emp and Assistance,2017-04-18,2023-05-12,2019-05-01,N
SD48334545,Emp and Assistance,1995-09-13,2020-05-25,2019-09-04,N
SD47271532,Emp and Assistance,1991-04-05,2010-04-01,2010-04-01,N
SD47264967,Emp and Assistance,1991-03-25,2023-02-01,2009-03-05,Y
SD48246251,Emp and Assistance,1993-01-25,1996-10-23,1996-04-16,N
SD47017040,Emp and Assistance,1997-08-01,2007-10-12,2007-04-27,N
SD1179108990,Emp and Assistance,2019-09-24,2020-11-23,2019-10-16,N
SD47275131,Emp and Assistance,1996-02-13,2022-10-12,2014-10-14,Y
SD48027764,Emp and Assistance,2004-02-27,2006-05-30,2006-05-12,Y
SD48292550,Emp and Assistance,1992-09-29,2009-10-19,2008-06-06,N
SD48982065,Emp and Assistance,1992-04-29,2021-08-17,2013-01-09,Y
SD401356127,Emp and Assistance,2014-08-13,2023-03-10,2021-04-01,N
SD48796845,Emp and Assistance,1991-03-21,2021-01-16,2013-02-13,N
SD48325001,Emp and Assistance,1992-06-08,1998-05-04,1998-03-19,N
SD665789639,Emp and Assistance,2016-03-31,2017-05-29,2016-09-27,N
SD47244550,Emp and Assistance,1991-03-18,2003-02-14,2000-08-24,N
SD48667905,Emp and Assistance,2008-07-10,2020-06-20,2016-01-21,N
SD48226237,Emp and Assistance,2011-06-20,2016-09-07,2016-03-23,N
SD47349534,Emp and Assistance,1992-03-30,2002-08-12,2002-01-15,N
SD47632048,Emp and Assistance,1992-11-19,2022-12-29,1997-02-13,Y
SD47673463,Emp and Assistance,2012-02-17,2023-08-18,2022-12-29,N
SD47164715,Emp and Assistance,1991-07-29,2018-10-30,2018-10-16,Y
SD49059713,Emp and Assistance,2006-02-02,2021-05-15,2019-11-26,N
SD47748805,Emp and Assistance,1988-01-05,2021-05-03,2018-03-28,Y
SD64685098,Emp and Assistance,2012-08-09,2022-10-21,2020-10-29,N
SD48768074,Emp and Assistance,1994-12-01,2003-05-26,2002-08-12,N
SD47510481,Emp and Assistance,2011-04-15,2012-03-16,2012-02-20,Y
SD48868817,Emp and Assistance,2004-04-01,2023-09-18,2020-11-05,N
SD47132128,Emp and Assistance,1997-06-06,2015-06-20,1999-03-05,Y
SD47600763,Emp and Assistance,1993-10-14,1999-11-30,1999-02-01,N
SD47261307,Emp and Assistance,1994-12-19,2015-08-22,2003-09-09,Y
SD48002206,Emp and Assistance,1995-03-09,2020-05-23,2017-12-05,N
SD47188157,Emp and Assistance,2001-10-26,2022-12-17,2022-09-02,N
SD47378826,Emp and Assistance,1997-04-22,2005-01-05,2004-10-15,N
SD456940671,Emp and Assistance,2014-12-11,2022-12-17,2018-04-23,Y
SD48450091,Emp and Assistance,2009-09-23,2019-12-14,2019-09-19,N
SD47142848,Emp and Assistance,1998-02-13,2010-01-11,2009-08-06,N
SD47798905,Emp and Assistance,1991-11-13,2009-12-08,2009-01-02,N
SD48353316,Emp and Assistance,1998-08-07,2002-05-31,1998-10-09,N
SD48946136,Emp and Assistance,1991-12-23,1997-02-13,1996-12-11,N
SD47696225,Emp and Assistance,1991-08-12,2023-02-01,2019-05-07,Y
SD47655621,Emp and Assistance,2010-02-24,2022-10-21,2021-05-11,N
SD64083028,Emp and Assistance,2012-08-08,2022-12-17,2020-11-23,N
SD48978972,Emp and Assistance,2004-04-26,2022-11-18,2021-12-22,N
SD47194389,Emp and Assistance,2010-02-12,2017-09-06,2016-01-28,N
SD47229107,Emp and Assistance,1992-04-21,2022-05-04,1997-12-16,Y
SD47542545,Emp and Assistance,2004-07-20,2022-11-16,2015-12-22,Y
SD48017555,Emp and Assistance,1993-04-05,2023-05-26,2016-09-14,Y
SD47587835,Emp and Assistance,1993-03-26,2022-07-05,2005-12-09,Y
SD48075491,Emp and Assistance,2006-03-21,2016-06-07,2015-04-09,Y
SD48742170,Emp and Assistance,1993-07-06,2006-08-03,2000-08-04,N
SD47137000,Emp and Assistance,1991-08-27,2006-07-11,2005-12-12,N
SD47617138,Emp and Assistance,1991-07-04,2000-05-10,1997-06-13,N
SD47281128,Emp and Assistance,2009-05-22,2012-05-03,2011-11-30,N
SD48907036,Emp and Assistance,2009-12-15,2021-12-07,2015-01-15,Y
SD47349432,Emp and Assistance,1992-04-21,2020-12-02,2019-06-26,Y
SD47514469,Emp and Assistance,2003-09-26,2023-03-21,2022-10-04,N
SD48865273,Emp and Assistance,1993-03-16,2016-08-09,2008-03-05,Y
SD47030788,Emp and Assistance,1994-08-05,2017-06-17,1996-07-08,Y
SD47588020,Emp and Assistance,1993-09-01,2023-07-25,2011-03-10,Y
SD47157796,Emp and Assistance,2009-10-26,2022-07-26,2010-06-30,Y
SD48405428,Emp and Assistance,1993-11-15,2017-06-28,2014-05-26,Y
SD46967413,Emp and Assistance,2009-10-01,2023-05-12,2019-12-10,N
SD48759371,Emp and Assistance,1994-08-19,2006-05-31,2006-01-31,N
SD48555587,Emp and Assistance,2006-10-05,2013-10-18,2007-03-13,Y
SD47209277,Emp and Assistance,1999-05-05,2023-08-01,2018-05-02,N
SD48075452,Emp and Assistance,2006-02-16,2014-02-03,2012-08-27,Y
SD47513812,Emp and Assistance,2003-08-13,2020-04-14,2018-12-21,Y
SD48934194,Emp and Assistance,2005-07-26,2023-01-18,2020-11-20,Y
SD47164312,Emp and Assistance,1995-07-05,2012-07-05,2011-09-01,N
SD48348683,Emp and Assistance,1998-03-31,2002-07-15,2001-12-21,N
SD46967688,Emp and Assistance,2009-10-02,2022-08-30,2020-02-26,N
SD1200525170,Emp and Assistance,2019-11-25,2023-04-14,2022-02-02,N
SD398769965,Emp and Assistance,2014-08-07,2023-03-17,2022-03-17,Y
SD47272589,Emp and Assistance,1991-09-24,2002-06-27,1995-11-21,N
SD47967174,Emp and Assistance,2004-02-17,2023-08-18,2023-02-28,N
SD1335371385,Emp and Assistance,2022-03-25,2022-09-29,2022-09-29,N
SD46988505,Emp and Assistance,2002-03-21,2016-02-01,2015-09-30,Y
